交易ID,E_gen (kWh),E_cons (kWh),时间戳偏移(s),有效性
8402,598.5,596.8,9.7,有效
8403,366.7,356.5,-8.8,有效
8404,486.5,532.6,8.9,有效
8405,456.2,433.6,-1.9,有效
8406,551.3,586.0,5.8,有效
8407,270.2,221.5,9.8,有效
8408,490.7,475.0,4.6,有效
8409,229.3,253.8,-8.5,有效
8410,240.7,219.9,-7.2,有效
8411,369.0,396.5,-2.8,有效
8412,686.8,644.2,-0.1,有效
8413,264.1,222.9,0.4,有效
8414,504.4,462.1,7.3,有效
8415,598.1,610.7,8.6,有效
8416,275.0,275.0,-2.7,有效
8417,853.2,841.2,-9.2,有效
8418,168.0,168.5,-6.0,有效
8419,652.3,619.1,-9.9,有效
8420,269.6,239.0,-6.5,有效
8421,175.9,195.7,-5.3,有效
8422,438.5,438.4,-3.9,有效
8423,594.9,568.5,3.6,有效
8424,322.4,292.9,7.0,有效
8425,525.1,568.1,1.5,有效
8426,661.4,622.9,-3.7,有效
8427,913.8,883.1,0.6,有效
8428,114.7,94.0,8.1,有效
8429,358.2,310.0,2.0,有效
8430,340.0,290.8,-7.5,有效
8431,855.5,848.2,4.8,有效
8432,530.8,537.0,4.8,有效
8433,488.2,500.9,-7.3,有效
8434,764.5,761.4,3.2,有效
8435,331.2,292.2,2.6,有效
8436,588.4,615.2,-6.5,有效
8437,750.5,738.2,-3.5,有效
8438,403.2,402.7,-3.4,有效
8439,720.2,692.9,-8.6,有效
8440,362.9,324.2,3.2,有效
8441,230.2,214.9,-7.9,有效
8442,629.2,603.5,5.8,有效
8443,391.8,355.2,8.1,有效
8444,333.5,331.5,2.1,有效
8445,432.1,436.7,6.3,有效
8446,498.1,521.0,-8.4,有效
8447,524.9,569.8,-8.6,有效
8448,526.9,533.7,6.6,有效
8449,938.8,909.6,7.2,有效
8450,765.3,789.5,7.2,有效
8451,395.1,436.3,9.6,有效
8452,588.9,622.7,-3.2,有效
8453,345.0,365.6,-0.8,有效
8454,480.5,442.6,0.2,有效
8455,96.7,126.5,9.6,有效
8456,377.6,399.1,7.1,有效
8457,602.4,642.5,-0.1,有效
8458,520.2,518.6,-6.5,有效
8459,65.7,78.6,2.7,有效
8460,601.5,562.7,0.1,有效
8461,268.1,293.7,0.1,有效
8462,263.5,306.6,3.1,有效
8463,551.4,597.0,-1.5,有效
8464,510.8,515.8,5.5,有效
8465,639.4,617.1,-7.7,有效
8466,579.4,611.2,3.3,有效
8467,394.1,430.4,5.4,有效
8468,589.0,546.5,8.7,有效
8469,508.6,518.4,-6.2,有效
8470,56.3,88.9,4.3,有效
8471,341.8,344.3,-1.9,有效
8472,674.4,674.2,-4.7,有效
8473,462.1,433.4,1.2,有效
8474,467.2,440.7,9.9,有效
8475,39.1,18.5,-5.5,有效
8476,604.4,616.2,2.8,有效
8477,550.1,564.5,3.2,有效
8478,19.1,29.8,9.7,有效
8479,305.5,294.3,-4.2,有效
8480,455.4,482.8,-3.3,有效
8481,546.7,521.5,3.9,有效
8482,342.8,313.6,2.5,有效
8483,276.8,318.4,-9.7,有效
8484,652.7,657.9,-3.2,有效
8485,241.0,226.1,-2.8,有效
8486,424.3,413.2,7.0,有效
8487,557.4,583.9,4.8,有效
8488,587.0,562.7,0.6,有效
8489,180.2,169.1,-2.1,有效
8490,317.3,287.9,-9.6,有效
8491,649.0,645.1,1.2,有效
8492,411.1,455.8,-3.7,有效
8493,226.8,262.7,7.7,有效
8494,320.1,355.6,-2.5,有效
8495,764.3,736.3,1.2,有效
8496,611.7,587.9,-1.4,有效
8497,545.4,563.1,4.1,有效
8498,516.9,499.4,8.8,有效
8499,657.0,645.7,-3.3,有效
8500,694.1,709.7,1.1,有效
8501,568.1,575.0,2.8,有效
8502,453.7,415.7,-7.2,有效
8503,356.7,400.6,1.0,有效
8504,428.2,405.9,-8.9,有效
8505,438.6,392.0,5.6,有效
8506,673.2,696.1,5.6,有效
8507,570.4,620.2,-3.9,有效
8508,254.8,273.8,-4.4,有效
8509,244.1,228.5,-2.1,有效
8510,588.7,619.3,7.5,有效
8511,275.0,288.8,-4.4,有效
8512,772.9,788.7,-1.5,有效
8513,747.9,732.6,3.4,有效
8514,477.4,485.2,-3.6,有效
8515,576.7,562.6,-6.4,有效
8516,258.7,253.6,-6.6,有效
8517,481.2,523.4,-6.0,有效
8518,253.2,226.9,-1.1,有效
8519,436.9,438.0,2.9,有效
8520,381.1,398.2,4.7,有效
8521,554.0,533.3,2.1,有效
8522,237.2,191.2,2.4,有效
8523,606.7,615.9,-5.1,有效
8524,292.3,334.1,9.1,有效
8525,503.9,551.9,6.3,有效
8526,619.1,626.4,0.8,有效
8527,377.9,368.5,-0.2,有效
8528,442.5,428.0,-7.2,有效
8529,567.3,584.2,7.7,有效
8530,870.3,897.3,-3.4,有效
8531,553.0,529.9,4.8,有效
8532,592.4,616.5,-1.3,有效
8533,567.9,610.5,-1.2,有效
8534,517.4,548.9,-3.3,有效
8535,392.7,434.8,-4.4,有效
8536,541.4,544.4,2.7,有效
8537,698.1,742.0,-7.1,有效
8538,592.4,593.4,-8.5,有效
8539,739.7,781.1,-4.8,有效
8540,329.3,327.1,5.8,有效
8541,428.2,420.0,-4.6,有效
8542,611.5,643.9,8.4,有效
8543,556.6,604.1,-4.1,有效
8544,613.5,657.1,6.5,有效
8545,543.6,513.9,-3.1,有效
8546,642.5,602.9,-7.4,有效
8547,439.6,444.7,-1.2,有效
8548,247.2,239.4,-1.0,有效
8549,733.2,685.6,-4.3,有效
8550,632.5,637.2,6.7,有效
8551,549.7,568.1,-8.8,有效
8552,333.4,367.0,0.3,有效
8553,365.1,383.1,7.9,有效
8554,866.3,883.9,3.5,有效
8555,387.7,360.8,-1.4,有效
8556,605.6,594.1,-6.3,有效
8557,325.4,327.6,6.5,有效
8558,501.5,548.6,6.8,有效
8559,152.0,151.1,-9.0,有效
8560,653.3,699.6,9.1,有效
8561,503.9,500.8,-2.5,有效
8562,552.7,566.6,0.1,有效
8563,533.0,493.6,-3.9,有效
8564,517.1,539.0,9.9,有效
8565,355.6,325.2,-9.5,有效
8566,610.7,651.1,0.3,有效
8567,658.9,614.4,-0.9,有效
8568,816.5,848.4,-1.7,有效
8569,664.0,640.4,0.8,有效
8570,412.5,446.6,9.0,有效
8571,510.3,471.4,-9.7,有效
8572,797.9,841.7,-7.4,有效
8573,563.9,569.0,-4.0,有效
8574,479.5,503.0,-0.2,有效
8575,750.5,742.2,-4.4,有效
8576,578.2,536.9,8.7,有效
8577,595.7,637.2,-1.7,有效
8578,416.6,411.3,1.5,有效
8579,555.0,541.9,2.4,有效
8580,506.4,478.4,7.7,有效
8581,533.7,535.5,-2.0,有效
8582,496.8,533.4,4.4,有效
8583,493.2,501.7,6.5,有效
8584,292.1,284.8,-3.0,有效
8585,314.5,354.2,-4.0,有效
8586,643.9,616.3,2.3,有效
8587,589.9,564.4,-9.0,有效
8588,186.7,138.7,-2.8,有效
8589,173.6,204.2,5.6,有效
8590,396.3,413.1,-1.7,有效
8591,875.7,830.8,5.5,有效
8592,338.9,343.5,3.2,有效
8593,329.4,378.7,-2.7,有效
8594,799.0,809.8,2.5,有效
8595,428.3,420.7,-0.8,有效
8596,465.8,483.3,-7.5,有效
8597,43.5,83.1,-9.7,有效
8598,386.8,423.8,7.6,有效
8599,630.3,645.1,-8.1,有效
8600,995.7,973.2,-6.2,有效
8601,159.8,128.6,0.5,有效
8602,776.2,730.0,-6.6,有效
8603,162.9,128.6,-7.1,有效
8604,287.8,238.2,-6.0,有效
8605,451.8,432.6,9.0,有效
8606,354.9,369.3,9.5,有效
8607,542.7,544.1,-3.8,有效
8608,348.8,354.7,6.0,有效
8609,331.6,326.1,4.1,有效
8610,741.4,775.5,-3.9,有效
8611,321.0,330.0,4.8,有效
8612,524.0,555.3,8.8,有效
8613,446.0,436.9,-0.2,有效
8614,643.4,688.2,2.2,有效
8615,676.7,689.5,-1.7,有效
8616,65.9,34.1,3.3,有效
8617,198.2,238.9,6.1,有效
8618,825.2,845.9,9.3,有效
8619,419.3,438.1,-4.6,有效
8620,479.4,473.0,-5.3,有效
8621,566.3,574.2,7.3,有效
8622,463.8,444.3,4.8,有效
8623,813.5,800.6,5.1,有效
8624,213.5,207.7,-3.1,有效
8625,223.4,195.6,0.0,有效
8626,579.6,541.5,3.9,有效
8627,649.1,601.9,4.6,有效
8628,401.3,407.4,6.1,有效
8629,698.9,733.7,0.2,有效
8630,214.9,199.6,-2.0,有效
8631,538.6,564.7,-5.8,有效
8632,282.2,260.9,8.5,有效
8633,269.8,318.9,7.9,有效
8634,412.1,382.8,9.7,有效
8635,395.1,347.8,4.7,有效
8636,570.6,581.6,5.4,有效
8637,565.2,543.0,-8.9,有效
8638,201.0,241.5,4.4,有效
8639,473.1,452.9,-6.5,有效
8640,504.5,488.6,2.7,有效
8641,463.1,491.1,-6.0,有效
8642,812.2,849.0,2.6,有效
8643,597.1,556.3,0.7,有效
8644,582.6,575.2,-7.7,有效
8645,427.2,451.2,-3.1,有效
8646,556.7,569.8,-0.5,有效
8647,468.8,442.7,5.3,有效
8648,377.7,395.8,-5.7,有效
8649,268.7,262.8,-6.3,有效
8650,661.9,690.7,2.0,有效
8651,326.6,350.2,0.3,有效
8652,552.8,595.8,-9.1,有效
8653,505.2,482.8,-6.4,有效
8654,176.8,177.3,-8.9,有效
8655,305.2,309.5,-0.8,有效
8656,287.1,320.5,-4.1,有效
8657,653.1,645.1,-9.0,有效
8658,500.5,517.1,8.0,有效
8659,695.5,673.5,-6.9,有效
8660,355.1,335.4,-3.6,有效
8661,480.2,437.0,5.3,有效
8662,639.5,631.6,-9.0,有效
8663,382.3,355.7,4.9,有效
8664,406.6,422.1,-3.3,有效
8665,209.0,227.5,-0.7,有效
8666,568.3,612.1,3.3,有效
8667,758.7,788.7,0.7,有效
8668,362.2,385.3,-7.6,有效
8669,599.3,597.4,-0.0,有效
8670,417.2,414.0,-5.1,有效
8671,570.0,538.6,-7.2,有效
8672,207.0,217.5,-8.3,有效
8673,620.2,618.3,-6.6,有效
8674,601.2,577.2,-9.1,有效
8675,153.8,127.9,-4.7,有效
8676,693.2,691.6,-5.0,有效
8677,285.3,328.3,-1.7,有效
8678,601.3,613.0,-0.8,有效
8679,684.3,718.4,-7.0,有效
8680,438.5,470.9,7.1,有效
8681,952.9,937.0,-6.6,有效
8682,469.3,449.3,1.2,有效
8683,260.5,244.9,3.2,有效
8684,448.9,464.0,-7.7,有效
8685,349.7,385.7,-9.1,有效
8686,478.0,470.3,-1.5,有效
8687,375.7,379.9,4.8,有效
8688,548.8,580.9,7.5,有效
8689,647.7,636.5,1.1,有效
8690,616.3,602.1,-8.6,有效
8691,494.5,449.2,-9.1,有效
8692,503.7,463.7,-8.5,有效
8693,655.5,692.2,5.6,有效
8694,790.3,755.8,-1.2,有效
8695,490.4,533.1,-2.1,有效
8696,227.4,198.8,-2.5,有效
8697,499.3,526.8,7.4,有效
8698,870.8,904.4,-9.4,有效
8699,684.0,684.4,3.6,有效
8700,15.5,0.0,-7.9,有效
8701,380.4,331.6,-6.5,有效
8702,537.9,514.6,-6.5,有效
8703,247.2,209.3,-6.4,有效
8704,315.5,281.0,1.6,有效
8705,525.6,559.9,-4.0,有效
8706,406.1,448.4,7.1,有效
8707,588.6,578.7,-2.8,有效
8708,695.5,647.2,-2.2,有效
8709,329.3,374.0,-4.6,有效
8710,120.7,115.9,1.5,有效
8711,388.6,386.0,6.7,有效
8712,889.6,885.5,-4.4,有效
8713,143.5,107.8,7.4,有效
8714,516.5,561.6,-9.3,有效
8715,736.6,734.7,9.1,有效
8716,529.1,553.7,7.5,有效
8717,236.2,201.0,5.0,有效
8718,446.4,430.5,-3.6,有效
8719,619.0,589.0,5.3,有效
8720,691.3,723.0,4.6,有效
8721,192.7,189.4,-4.9,有效
8722,588.3,625.5,7.3,有效
8723,243.1,220.8,1.3,有效
8724,511.4,478.4,-0.3,有效
8725,681.6,636.4,-0.5,有效
8726,27.8,55.4,2.1,有效
8727,720.4,670.7,-7.8,有效
8728,785.1,768.8,-7.8,有效
8729,762.7,778.8,0.7,有效
8730,110.4,92.4,-8.8,有效
8731,581.8,586.4,-9.3,有效
8732,643.9,674.0,0.3,有效
8733,550.1,517.8,4.0,有效
8734,686.4,698.6,3.9,有效
8735,523.9,528.0,-2.3,有效
8736,347.9,357.8,5.6,有效
8737,524.0,508.8,-0.1,有效
8738,726.7,722.6,6.2,有效
8739,916.6,918.8,-2.0,有效
8740,208.4,229.4,-0.5,有效
8741,592.2,627.3,-0.0,有效
8742,735.9,740.6,9.7,有效
8743,282.3,320.8,-7.6,有效
8744,650.1,697.7,-3.6,有效
8745,608.2,600.3,-1.3,有效
8746,515.3,562.1,-5.7,有效
8747,568.6,556.0,-7.7,有效
8748,579.8,546.3,-0.4,有效
8749,449.9,415.7,6.9,有效
8750,392.6,346.8,1.0,有效
8751,37.3,74.0,-2.9,有效
8752,538.9,541.8,1.8,有效
8753,560.6,606.2,8.4,有效
8754,905.5,952.7,9.4,有效
8755,582.7,622.1,-7.8,有效
8756,643.0,662.4,6.5,有效
8757,664.1,713.7,-8.8,有效
8758,368.0,325.1,-0.0,有效
8759,271.0,307.4,-3.4,有效
8760,703.1,708.7,-4.3,有效
8761,212.0,221.6,5.7,有效
8762,405.2,368.2,1.7,有效
8763,556.8,539.3,-2.5,有效
8764,702.0,685.4,-4.6,有效
8765,800.4,772.8,-9.6,有效
8766,518.7,553.5,4.6,有效
8767,100.0,117.9,-1.1,有效
8768,305.7,307.5,8.3,有效
8769,352.2,323.0,-6.4,有效
8770,357.6,362.7,-8.1,有效
8771,35.4,82.8,-1.2,有效
8772,494.1,473.8,-9.5,有效
8773,756.8,790.6,-9.1,有效
8774,623.7,627.2,-1.7,有效
8775,780.0,824.9,-9.4,有效
8776,655.6,633.2,4.0,有效
8777,488.8,514.2,0.6,有效
8778,404.8,429.3,7.0,有效
8779,180.8,205.8,-8.0,有效
8780,821.1,806.6,-6.0,有效
8781,86.3,69.1,0.9,有效
8782,523.3,503.4,-10.0,有效
8783,172.1,219.7,-1.2,有效
8784,588.3,548.3,-7.8,有效
8785,618.1,642.1,0.6,有效
8786,586.0,617.8,-5.3,有效
8787,816.5,802.3,-4.2,有效
8788,837.8,871.7,0.5,有效
8789,315.8,364.8,-9.9,有效
8790,558.3,569.0,7.3,有效
8791,503.6,523.5,-3.4,有效
8792,204.8,235.9,-2.4,有效
8793,472.2,469.8,-7.8,有效
8794,279.1,268.3,-8.5,有效
8795,404.4,430.0,-3.6,有效
8796,624.1,604.0,5.8,有效
8797,276.3,282.8,-2.3,有效
8798,174.4,141.0,8.8,有效
8799,272.1,225.4,-9.1,有效
8800,606.7,560.6,0.7,有效
8801,573.0,543.9,5.8,有效
8802,766.9,776.9,3.2,有效
8803,528.5,513.9,-8.4,有效
8804,752.0,799.6,-2.2,有效
8805,443.0,408.9,3.3,有效
8806,736.0,698.1,6.9,有效
8807,764.2,790.8,3.1,有效
8808,826.3,845.5,-8.5,有效
8809,531.9,512.0,-0.9,有效
8810,683.3,719.5,8.4,有效
8811,553.8,580.7,8.2,有效
8812,642.3,690.4,8.8,有效
8813,553.1,528.4,-4.2,有效
8814,201.1,183.0,-5.0,有效
8815,451.1,407.8,0.6,有效
8816,978.2,970.4,3.6,有效
8817,534.3,540.9,-8.9,有效
8818,573.7,531.3,-7.7,有效
8819,340.8,304.4,0.7,有效
8820,804.2,844.6,2.8,有效
8821,543.4,533.1,-4.5,有效
8822,412.0,405.1,0.7,有效
8823,459.6,462.8,-7.1,有效
8824,538.3,500.8,-3.8,有效
8825,309.2,327.6,3.4,有效
8826,448.9,431.8,-5.2,有效
8827,856.0,885.1,-7.9,有效
8828,633.6,670.1,9.9,有效
8829,300.9,350.1,0.9,有效
8830,330.6,303.8,-7.2,有效
8831,608.2,629.4,-6.1,有效
8832,303.8,285.4,0.7,有效
8833,676.6,683.7,8.3,有效
8834,611.6,626.8,9.0,有效
8835,727.6,699.7,-5.3,有效
8836,469.6,452.5,-3.8,有效
8837,568.4,593.0,-4.9,有效
8838,304.2,341.8,-9.8,有效
8839,567.6,539.2,-8.3,有效
8840,102.1,142.3,5.3,有效
8841,849.9,895.6,3.3,有效
8842,653.8,698.0,7.2,有效
8843,344.6,358.2,5.8,有效
8844,333.2,366.3,-8.9,有效
8845,355.4,394.5,0.5,有效
8846,623.7,580.7,0.1,有效
8847,171.3,124.3,-6.8,有效
8848,718.2,679.7,7.9,有效
8849,408.2,418.7,0.9,有效
8850,445.6,431.6,4.8,有效
8851,609.8,599.8,9.6,有效
8852,784.8,741.0,6.4,有效
8853,351.0,308.5,-5.8,有效
8854,363.6,340.8,-7.3,有效
8855,325.0,280.1,-8.8,有效
8856,307.2,290.3,-7.0,有效
8857,649.2,653.2,-2.8,有效
8858,366.7,399.5,2.4,有效
8859,744.1,732.5,0.9,有效
8860,570.3,560.6,-2.0,有效
8861,350.6,318.0,-8.1,有效
8862,402.6,378.8,5.8,有效
8863,466.5,422.1,0.7,有效
8864,17.9,42.2,-3.0,有效
8865,496.0,520.3,8.4,有效
8866,597.5,618.4,3.7,有效
8867,482.6,527.7,6.6,有效
8868,262.8,255.3,2.6,有效
8869,988.4,1000.0,-4.8,有效
8870,343.1,383.4,5.6,有效
8871,57.1,8.0,3.3,有效
8872,425.5,444.4,-4.0,有效
8873,397.7,370.0,0.6,有效
8874,605.0,595.5,-5.0,有效
8875,514.1,556.9,4.7,有效
8876,566.5,606.1,-5.2,有效
8877,492.4,512.7,-2.0,有效
8878,768.8,811.2,-1.5,有效
8879,566.6,571.4,2.3,有效
8880,577.0,568.7,-0.2,有效
8881,560.6,514.3,3.0,有效
8882,300.4,274.6,-2.7,有效
8883,444.2,470.3,1.1,有效
8884,684.0,675.3,-3.2,有效
8885,262.8,231.8,-5.6,有效
8886,302.3,267.9,9.2,有效
8887,688.1,644.1,-2.2,有效
8888,513.6,525.5,8.1,有效
8889,372.2,408.1,4.3,有效
8890,281.8,263.1,-8.8,有效
8891,470.8,453.3,9.4,有效
8892,704.8,684.4,7.7,有效
8893,518.9,557.8,-4.5,有效
8894,716.8,763.7,-8.8,有效
8895,698.7,672.1,-5.7,有效
8896,192.9,149.8,0.3,有效
8897,278.9,297.8,4.1,有效
8898,473.5,441.2,-7.4,有效
8899,390.8,411.5,-0.0,有效
8900,775.7,778.6,0.9,有效
8901,450.8,452.1,-7.5,有效
8902,643.8,639.8,2.3,有效
8903,630.3,627.3,-2.1,有效
8904,344.2,388.7,-7.9,有效
8905,430.6,465.6,2.3,有效
8906,266.1,224.0,6.4,有效
8907,214.0,189.8,-3.9,有效
8908,598.9,602.4,-2.8,有效
8909,456.6,502.0,8.5,有效
8910,717.9,752.9,2.9,有效
8911,410.1,434.0,5.7,有效
8912,442.4,459.4,-8.4,有效
8913,455.6,498.5,0.9,有效
8914,942.9,939.6,-7.3,有效
8915,270.1,241.4,4.5,有效
8916,631.5,658.0,-7.8,有效
8917,862.5,831.8,7.4,有效
8918,466.0,450.9,-2.8,有效
8919,890.0,933.1,4.7,有效
8920,323.3,279.0,2.3,有效
8921,337.6,367.4,-0.8,有效
8922,654.7,657.5,0.8,有效
8923,671.7,684.2,-9.1,有效
8924,808.4,813.4,-7.9,有效
8925,673.3,720.5,9.9,有效
8926,542.9,517.9,-0.9,有效
8927,523.6,506.9,-8.4,有效
8928,800.5,839.2,6.5,有效
8929,391.3,423.6,2.4,有效
8930,393.0,370.2,-1.0,有效
8931,638.7,591.8,-0.5,有效
8932,321.1,281.0,-7.6,有效
8933,354.4,390.4,6.0,有效
8934,220.7,214.5,3.6,有效
8935,224.5,269.5,-1.2,有效
8936,762.4,778.4,-1.3,有效
8937,185.4,139.4,9.4,有效
8938,268.4,236.7,3.7,有效
8939,384.4,401.9,7.5,有效
8940,746.9,773.7,9.3,有效
8941,563.8,518.4,-7.8,有效
8942,352.6,392.3,3.7,有效
8943,556.4,537.5,0.4,有效
8944,528.0,532.8,-1.5,有效
8945,538.6,525.8,-4.7,有效
8946,523.7,521.6,7.2,有效
8947,750.1,775.3,0.8,有效
8948,735.5,742.1,-0.1,有效
8949,786.6,832.5,6.9,有效
8950,720.6,702.0,8.2,有效
8951,472.3,477.1,0.2,有效
8952,418.6,382.5,3.6,有效
8953,465.2,477.1,7.4,有效
8954,694.3,654.2,7.6,有效
8955,442.1,484.1,-9.9,有效
8956,283.4,272.2,-0.3,有效
8957,660.2,700.0,-0.1,有效
8958,520.9,522.6,-0.6,有效
8959,399.7,416.2,-6.6,有效
8960,372.5,374.4,1.6,有效
8961,707.4,668.2,5.9,有效
8962,168.2,174.8,-6.9,有效
8963,689.7,654.3,-6.4,有效
8964,425.6,405.5,-7.8,有效
8965,472.0,473.2,-7.2,有效
8966,598.2,565.0,0.6,有效
8967,647.2,629.9,-3.3,有效
8968,471.3,441.8,-6.6,有效
8969,628.1,618.2,1.1,有效
8970,628.5,584.7,-8.3,有效
8971,228.7,196.7,-2.5,有效
8972,338.7,370.1,9.4,有效
8973,631.5,663.4,9.7,有效
8974,306.0,266.9,-4.5,有效
8975,301.4,315.9,-7.3,有效
8976,551.6,591.1,9.6,有效
8977,430.3,458.8,-6.5,有效
8978,482.3,523.6,3.0,有效
8979,393.0,374.8,-8.6,有效
8980,761.8,797.9,9.1,有效
8981,630.8,636.9,8.3,有效
8982,581.5,597.9,7.9,有效
8983,470.3,502.6,2.5,有效
8984,282.4,245.0,-6.2,有效
8985,387.7,402.5,5.3,有效
8986,235.1,276.1,-2.4,有效
8987,913.3,885.8,6.5,有效
8988,612.1,630.4,-4.8,有效
8989,707.4,755.9,-5.5,有效
8990,456.5,449.9,-1.2,有效
8991,354.9,358.7,-5.7,有效
8992,271.7,281.2,-0.9,有效
8993,292.6,309.8,-5.2,有效
8994,730.6,761.7,6.2,有效
8995,320.2,331.3,-6.6,有效
8996,460.7,425.4,0.3,有效
8997,607.3,591.0,-7.1,有效
8998,483.4,439.3,-4.2,有效
8999,546.9,566.5,-1.3,有效
9000,342.7,322.1,-1.1,有效
9001,1002.6,1002.2,1.2,无效
9002,560.7,598.6,18.1,无效
9003,791.8,729.9,7.3,无效
9004,80.2,173.3,-9.2,无效
9005,1011.2,1040.0,-0.9,无效
9006,-58.1,-70.1,4.1,无效
9007,718.8,813.7,9.5,无效
9008,1159.1,1123.2,5.9,无效
9009,-142.3,-97.5,6.2,无效
9010,763.1,698.7,7.9,无效
9011,300.5,370.0,-5.1,无效
9012,-100.5,-70.1,6.2,无效
9013,412.5,444.2,18.3,无效
9014,586.2,683.0,0.5,无效
9015,474.5,547.0,-0.5,无效
9016,-100.7,-141.2,2.1,无效
9017,515.8,596.8,-7.9,无效
9018,437.5,419.7,-15.7,无效
9019,1141.5,1174.7,9.2,无效
9020,867.8,819.5,-14.9,无效
9021,386.1,342.9,-15.7,无效
9022,907.3,947.7,-14.2,无效
9023,701.8,797.3,-6.4,无效
9024,1045.0,1019.4,-2.4,无效
9025,1017.5,1023.7,0.8,无效
9026,820.9,890.2,6.8,无效
9027,418.3,493.5,4.6,无效
9028,253.2,158.1,-9.8,无效
9029,674.8,650.6,-16.2,无效
9030,248.8,241.7,-18.1,无效
9031,-105.6,-143.1,1.5,无效
9032,298.0,354.8,-8.8,无效
9033,1193.6,1154.1,-3.8,无效
9034,-61.9,-110.4,-8.5,无效
9035,634.3,617.4,-17.2,无效
9036,264.8,231.3,-11.6,无效
9037,178.4,140.0,-11.7,无效
9038,544.4,516.1,-14.0,无效
9039,586.4,639.3,1.2,无效
9040,-161.7,-127.8,-9.8,无效
9041,639.5,713.2,-8.7,无效
9042,680.0,740.8,-0.5,无效
9043,800.7,818.3,11.3,无效
9044,717.5,625.9,0.1,无效
9045,428.0,395.2,-16.5,无效
9046,688.4,719.1,-15.1,无效
9047,306.7,321.7,19.6,无效
9048,722.2,690.4,19.5,无效
9049,-79.0,-102.9,4.5,无效
9050,1199.3,1175.7,-6.1,无效
9051,-178.8,-181.8,6.9,无效
9052,1099.8,1120.0,1.0,无效
9053,766.3,856.9,-2.1,无效
9054,1017.3,995.6,-5.9,无效
9055,462.1,528.8,8.0,无效
9056,604.9,697.1,-9.7,无效
9057,261.6,182.2,6.8,无效
9058,737.4,732.1,-18.8,无效
9059,435.0,505.3,-4.5,无效
9060,-48.3,-31.9,1.6,无效
9061,523.0,468.5,-8.2,无效
9062,-149.9,-198.2,-2.8,无效
9063,498.0,554.6,3.1,无效
9064,1004.0,975.0,-9.0,无效
9065,790.1,785.5,12.8,无效
9066,1164.4,1154.6,8.1,无效
9067,577.7,655.8,6.7,无效
9068,971.4,1032.8,4.2,无效
9069,-48.1,-35.4,3.9,无效
9070,1009.7,1036.3,9.7,无效
9071,22.8,-37.8,-1.5,无效
9072,-60.2,-69.8,-1.7,无效
9073,779.8,743.6,-12.8,无效
9074,-196.6,-236.0,-1.2,无效
9075,-148.8,-182.1,7.6,无效
9076,571.6,497.4,-7.1,无效
9077,1004.4,1046.1,2.2,无效
9078,82.5,52.0,-19.9,无效
9079,631.9,677.0,-15.6,无效
9080,440.8,415.8,14.4,无效
9081,-13.2,-3.4,0.2,无效
9082,197.4,108.8,-3.3,无效
9083,293.7,381.1,-9.1,无效
9084,372.7,378.2,12.2,无效
9085,-6.1,-50.8,-2.6,无效
9086,-34.5,-41.4,5.9,无效
9087,649.8,571.6,-9.1,无效
9088,163.1,91.2,4.6,无效
9089,444.4,368.9,-0.4,无效
9090,-24.0,-41.2,10.0,无效
9091,-86.4,-108.8,-1.0,无效
9092,726.9,637.0,4.0,无效
9093,570.6,503.6,0.6,无效
9094,338.3,320.8,16.8,无效
9095,1003.2,956.7,-5.5,无效
9096,-3.2,-27.7,2.7,无效
9097,1086.4,1044.1,-2.0,无效
9098,392.0,326.4,-3.6,无效
9099,1158.7,1206.2,-3.0,无效
9100,-46.0,-25.2,1.6,无效
9101,719.8,684.3,19.9,无效
9102,494.9,568.0,2.6,无效
9103,1000.0,1000.0,18.5,无效
9104,424.5,501.2,-2.6,无效
9105,600.8,611.5,18.8,无效
9106,419.1,427.5,-17.9,无效
9107,627.4,717.0,-9.8,无效
9108,1067.3,1067.7,-9.9,无效
9109,267.9,206.8,8.7,无效
9110,936.8,1014.6,-9.7,无效
9111,596.9,620.4,19.2,无效
9112,227.4,246.6,-18.3,无效
9113,229.3,201.2,-13.5,无效
9114,1154.0,1184.3,3.8,无效
9115,287.5,285.6,12.8,无效
9116,573.9,619.4,-18.0,无效
9117,585.9,589.6,13.0,无效
9118,129.0,113.7,-17.2,无效
9119,689.3,621.9,6.3,无效
9120,406.0,460.9,7.5,无效
9121,613.9,665.7,-8.2,无效
9122,265.2,338.1,9.7,无效
9123,-189.6,-142.5,9.6,无效
9124,592.6,592.6,12.4,无效
9125,397.9,452.6,-9.8,无效
9126,133.8,193.0,-5.7,无效
9127,574.3,642.8,-0.1,无效
9128,532.4,503.1,-12.3,无效
9129,-89.2,-47.7,-6.2,无效
9130,449.9,549.6,-8.8,无效
9131,714.8,765.8,-4.4,无效
9132,664.7,576.5,5.0,无效
9133,-96.5,-128.6,8.8,无效
9134,328.0,279.1,-17.5,无效
9135,633.8,540.1,-6.1,无效
9136,999.3,1000.0,-11.8,无效
9137,604.3,667.4,1.6,无效
9138,285.2,361.2,-1.0,无效
9139,766.5,782.1,14.1,无效
9140,312.7,323.2,-14.7,无效
9141,1035.9,1059.2,3.6,无效
9142,501.5,505.1,15.4,无效
9143,1131.4,1100.4,7.1,无效
9144,1173.9,1130.1,-5.9,无效
9145,592.1,656.4,2.9,无效
9146,-68.5,-82.4,2.8,无效
9147,339.7,350.5,12.5,无效
9148,1179.9,1183.9,0.1,无效
9149,146.9,92.5,-3.1,无效
